playlist_id	playlist_name	description	num_tracks	num_followers
1OhJNFdK6FhLToiHmx7abI	2001		42	156
1npVCZGxmhbfhAyeDEqhwA	2001		22	510
78Afk1ZdGIAwEG8s3hq49D	2002		28	645
1pARmsw0z4yebhBtZKxAU0	2002		71	122
5hINCaYWvVwzzLmhh4y11x	2003		7	236
6llXb59kkj2STIMBcDobJT	2003		37	72
2ns4wV7T6X3vlCnzxYwagu	2004		15	148
4fFfXVLYv59XIfPdUvMqKC	2004		27	107
31agQ1yW51tGsDIFZbAZMl	XFM JUNE 26		7	112
1omLAKnMAhhkMSe2IGisUZ	XFM JUNE 26		10	527
0kfqBZx9obUKiLVDwTqGly	The Beach Boys: The Real Best Of...		58	119
2G5Wlqt6clkHH2KFK2LS5Q	The Beach Boys: The Real Best Of...		24	158
6vpXSVefNo73POjhwyiWmu	boys cast		42	963
3rMnCpY0WEROlje2b8Bjdn	boys cast		69	473
45Cyxm3R3Gpn2upYrjcPbc	Happy Birthday George!		66	345
0dVRyMERU2g9M4tWEfaD5B	Happy Birthday George!		0	50
5Ir6gs0eXKyPj3Qin8uEun	Remembering 2Pac		20	132
44uPoVqT6tOn5AphWVnSvu	Remembering 2Pac		46	299
66uSq0mmMKat8vPRxsbmhp	The Hot Sounds of 1926		10	208
4njfFyb4EgzewhH9kTQuwN	The Hot Sounds of 1926		17	93
2vfyCK7WsXnVeItNwuiFFR	Happy Birthday Kanye!		30	81
5zpAWvvDe0Q8TXjrgInIke	Happy Birthday Kanye!		24	89
52FOMIrumGaNXnwKfrlAVf	Mollie King		29	385
6kDXxWpyGJ2f7nQWQwOMBA	Mollie King		166	194
1dB0DjEsx9Gy0VG7Hmyc7Q	Happy Birthday Sir Tom!		27	149
6r0dNjQD0WUHKs1gpMvpLk	Happy Birthday Sir Tom!		29	143
3npIV1kNBTG2NHwBfv4t5H	Happy Birthday Prince!		31	171
13WGZTkVyBhWCD2z7wSwe7	Happy Birthday Prince!		35	190
2EsohEQHsGn1LWNgOxnuoI	Happy Birthday Joe Cocker		61	338
0qNxhUDMiSLrSdTCYD87qn	Happy Birthday Joe Cocker		23	86
2hirOuzhv3EK3AgEV2nKZn	Happy Birthday Mollie!		15	68
4SJ51ZOUgnrv5GjY1GCZAL	Happy Birthday Mollie!		10	603
3l6cfhKgkSNxYydKiD9o4G	Congratulations, Sofia and Daniel		36	613
6LY1QKuuZv6rtPKsHJSsnF	Congratulations, Sofia and Daniel	Want to go from 360s to 1080s or just get some extra heights in your airs. Then this list is for you! A mix of rock, hiphop and pop; The soundtrack to your mountain session IRL!	46	2747
0tkdz9yYluhlxVE9BuJOPm	Welcome Baby Kimye!	A collection of live, exclusive performances from the most exciting artists in the world.	397	1509
1YGlW3ovCv9Vek4CPnV0mZ	Welcome Baby Kimye!	There's no greater feeling than love, which means that it requires great music. Here is a collection of some of the most breathtaking ballads about love.	41	4354
0YX4v2yeHtc1Dz43CYfZub	The Roots of... Vampire Weekend	ONLY LOVERS LEFT ALIVE will be in cinemas from 21st February. The soundtrack will be available from 17th February.	11	6404
37i9dQZEVXbMDoHDwVN2tF	The Roots of... Vampire Weekend	Your daily update of the most played tracks right now.	50	15817012
37i9dQZF1DXbvfORzIlDQm	PF	A collection of roots music and covers urging peace and calling for change. Cover: Tré Burt	50	14780
37i9dQZF1DX1ewVhAJ17m4	PF	All the best new songs from the pop punk scene. Cover: Mayday Parade	100	405321
1kPmmFOfrsEk7KzW46uo8m	Happy Birthday Nicole!		6	64
3kNL4k3rmfGRfx577lL715	Happy Birthday Nicole!		13	122
7iUOaMP7iKI22rBNflBwjX	JIRMP		0	67
0aArwHugPhiiuaL8KxyVXQ	JIRMP		105	405
4nInziu6O7lNV0ucn8w7YV	Happy Birthday Sir Paul!		147	843
5JOn3LSfpbCrOQ7azB4S6C	Happy Birthday Sir Paul!	The latest singles on Spotify all in one playlist. Updated weekly.	80	16028
5lMXuhAFbG0xiAw0XiYKAP	Happy Birthday, Lionel		10	193
4nGMejqlEJh82huRHZ19cE	Happy Birthday, Lionel		10	253
6WHZXvb7hEN5w9VMFWPm1x	Global Music Day		42	151
5BQyCxfPfCno0PuTqkZUgb	Global Music Day		25	2322
6dvI9YLz5JyXhoUo0eQJze	Dub Zone		55	3656
2Hg4Q2t6mD8PITWKAQCMFD	Dub Zone		25	5378
7s0efM9c1ZS427tw2B6wEF	Hats The Way I Like It: Ascot 2013		25	19420
6NjugpbMNtXAtbv3NIbb3j	Hats The Way I Like It: Ascot 2013	The Spotify House 2015 Thursday lineup.	20	474
53yqWl4VM0iD34tl27ABhY	Pink Floyd: Start Here		30	586
08ySLuUm0jMf7lJmFwqRMu	Pink Floyd: Start Here		30	139
2nRUp0P50ClCxPibGSfFcL	RIP James Gandolfini		30	231
10zBfLMB5ty2Pec5LYRcgI	RIP James Gandolfini		27	454
423y0vzm6cfn0Q1o3JBUDR	Marie - Sassy		29	135
7dRuhLsXe96SgjYtPvMEcL	Marie - Sassy		28	85
37i9dQZF1DXagb3XZSnOQ8	Walt Jr. - Innocent	The best of Iron Maiden. All in one playlist.	62	520066
37i9dQZF1DX5J7FIl4q56G	Walt Jr. - Innocent	The latest and greatest metal tracks on Spotify. Cover: Sylosis	101	497404
37i9dQZF1DXe6bgV3TmZOL	This Is Iron Maiden	If your workout doubles as an outlet for your aggression, this is the playlist for you.	80	1110789
37i9dQZF1DXbl9rMxGEmRC	This Is Iron Maiden	A collection of recent tracks from the world of black and dark metal. Cover: Harakiri For The Sky	116	250473
37i9dQZF1DX1cJWWyylDuw	New Metal Tracks	A collection of the best Deathcore tracks, mixing recent and fresh new tracks. Cover: Brand of Sacrifice	90	235701
37i9dQZF1DX6GRSnGELn7L	New Metal Tracks	Whether you call it technical, progressive or math metal, it all djents. Cover: Erra	100	148889
37i9dQZF1DWUk47CLxI4Uo	Adrenaline Workout	Instrumental only. For the maniacs out there. Cover: pg.lost	100	181617
37i9dQZF1DX9qNs32fujYe	Adrenaline Workout	Heavy Metal forever. From classics to fresh new tracks, just play it loud!	140	448440
37i9dQZF1DWTcqUzwhNmKv	Black & Dark Metal	Architects on top of the biggest Metal playlist!	60	1113589
37i9dQZF1DWXIcbzpLauPS	Black & Dark Metal	This is the new core at its finest. Cover: Attack Attack!	100	459439
37i9dQZF1DWXDJDWnzE39E	Deathcore	A salute to all of the women that like it loud & heavy. Cover: Amaranthe	100	410821
37i9dQZF1DWWOaP4H0w5b0	Deathcore	Want some metal? Better to start with the essentials. Cover: Pantera	78	989924
37i9dQZF1DWY5ai7gxfuaS	Got Djent?	Open your mind and explore the most innovative and forward thinking metal of today. Cover: Zeal & Ardor	88	83623
056jpfChuMP5D1NMMaDXRR	Got Djent?	Companion playlist for the Metallica documentaries.	30	5551
37i9dQZF1DX37bXS7EGI3f	Instrumental Madness	Epic and melodic metal, for the dragonslayer in you! Cover: Orden Ogan	83	378984
7yza99mVQaqnk4Hqs4T3kq	Instrumental Madness	Companion playlist for the Metallica documentaries.	30	4126
37i9dQZF1DWT9SRKhOEUYj	Heavy Metal	Death, Grind and Extreme stuff, mixing recent and fresh new tracks. Cover: Asphyx	125	215714
37i9dQZF1DX2LTcinqsO68	Heavy Metal	Like the old school sound of metal? Then you'll love this playlist!	80	1861691
37i9dQZF1DX5wgKYQVRARv	Kickass Metal	Fresh and recent tracks from the world of Prog Metal. Cover: Soen	120	243246
37i9dQZF1DXdpVGstUksUC	Kickass Metal	Slow, sludgy stoner rock. You can practically taste the desert dirt in your mouth while listening to these dark blues and rough rock numbers.	150	320593
37i9dQZF1DWZdFtcHGe8ED	New Core	All the new tunes in the Thrash world.	90	335072
37i9dQZF1DXbyrUWMp2Tkr	New Core	A selection of the greatest Thrash Metal tunes. Cover: Slayer	92	49731
37i9dQZF1DX4jCqmsDQR1i	Heavy Queens	Metal tracks all the way from the birth of Metal to today. Cover: Black Sabbath	112	264701
7buHbubC96caOTOSQQJ4pl	Heavy Queens	Another great metal year is coming to a close. Explore this year's highlights in metal with this playlist!	116	4989
37i9dQZF1DXdzj8PwvwjTT	Metal Essentials	Another great metal year came to a close. Explore the metal highlights of the year with this playlist!	118	5239
37i9dQZF1DX0FNUL0tXob1	Metal Essentials	The best metal of 2016!	128	28529
37i9dQZF1DX3HkeE0Yyy1n	The oTHERS	Looking back at the greatest metal released in 2016.	121	942
37i9dQZF1DXb9DmOVVVkdh	The oTHERS	This story collection is sure to please even the biggest animal lover!	42	61673
37i9dQZF1DX0gxuYiQFvQL	Metallica: The Early Years	A collection of classic tales by beloved Danish author Hans Christian Andersen.	17	53762
37i9dQZF1DXbADqT0j1Cxt	Metallica: The Early Years	Lull your little ones with piano music.	176	434197
37i9dQZF1DX3uZHsihe90o	Epic & Melodic	A down to earth collection of new and classic folk tunes for kids.	70	177998
37i9dQZF1DWX16Q183eyvd	Epic & Melodic	Push play on the coolest playlist around, and get ready to jump around.	47	27969
37i9dQZF1DWWVwtV5Pv39d	New Wave Of British Heavy Metal	Songs to help your kids establish a productive daily routine, from waking up and brushing their teeth to potty training, cleaning up, taking a bath, and getting to sleep at night!	59	53292
37i9dQZF1DX6ALixlKf7N8	New Wave Of British Heavy Metal	A collection of fairy tales and kids' stories perfect for bedtime and beyond.	43	116081
37i9dQZF1DX6IZDpJNxVZP	Death Metal & Beyond	Celebrate Halloween at home with these fun tracks	42	46407
2KSySxa7iudjK0IsgFxuaW	Death Metal & Beyond	It's Elmo's time to shine!	15	167
37i9dQZF1DWXakVTmpoTAP	Old School Metal	Send your dad some love today!	35	7733
37i9dQZEVXbMnZEatlMSiu	Old School Metal	Your daily update of the most played tracks in Taiwan right now.	50	163172
37i9dQZEVXbIVYVBNw9D5K	Progressive Metal	Your daily update of the most played tracks in Turkey right now.	50	666855
5sFZ3M4gXeYScR9VJTyBh2	Progressive Metal	You can't win 'em all. Drown your sorrows with a cold brew and this drinking playlist.	23	581
37i9dQZF1DWYdLqwKCcDiy	Stoner Rock	Relive the year in roots, with some of the best songs in folk & Americana.	50	12527
37i9dQZF1DXcbAIldMQMIs	Stoner Rock	You're not looking forward to leaving. These songs will help.	25	4393
37i9dQZF1DX9ub6ukaleAf	Thrashers	Warm up your breakfast with the hottest R&amp;B and hip hop tracks out today.	25	793
37i9dQZF1DXafoUo6CVNQy	Thrashers	No breakfast is complete without this playlist of funky dance tracks.	25	339
37i9dQZF1DX2UXfvEIZvDK	Thrash Metal Essentials	Rock to relax. Enjoy!	50	431978
37i9dQZF1DX11ghcIxjcjE	Thrash Metal Essentials	Grunge will live forever. Cover: Nirvana	50	858866
37i9dQZF1DX0BZrbvIqxCd	Metal Empire	A mix of punk rock to get you through your workout.	100	382882
37i9dQZF1DXbFRZSqP41al	Metal Empire	Burn off all those beers from last night.	50	460780
37i9dQZF1DXasneILDRM7B	Pure Pop Punk	Please stand for your personal anthems.	50	582578
37i9dQZF1DXcq57wSefud5	Pure Pop Punk	You'll be up with the sun and running to this playlist of fast paced feel good tunes!	25	24394
37i9dQZF1DWXEb535ZGeRC	Sunrise Run	An essential list of classics from one of the great singer-songwriters of our time.	42	105110
37i9dQZF1DWTlgzqHpWg4m	Sunrise Run	Bands from and songs about The Golden State. Here's your playlist for California Dreamin'	73	692319
37i9dQZF1DWWqNV5cS50j6	This Is Paul Simon	Featuring music from the new album Man on the Moon III: The Chosen by Kid Cudi	157	575463
37i9dQZF1DWVk7x1ClrO0Y	This Is Paul Simon	Coming for all that clout. Cover: Rico Nasty	50	553019
37i9dQZF1DWUWC0NIJDJKL	California Rock State	Fun in the sun with these indie pop jams!	67	132952
37i9dQZF1DX8f6LHxMjnzD	California Rock State	If it's buzzing, it's here. The hottest new songs of the week. Cover: Taylor Swift	30	759717
37i9dQZF1DWY0DyDKedRYY	Anti Pop	All the artists to watch for 2021, handpicked by our curators. Featuring Flo Milli on the cover.	77	304490
37i9dQZF1DXdwmD5Q7Gxah	Anti Pop	a collection of songs you might adore ♡ and the lovely Chip ◡̈ Chrome is on the cover	169	841447
37i9dQZF1DXbYM3nMM0oPk	Clout Culture	A mega mix of 75 of your favorite songs from the last few years! Cover: Justin Bieber	75	4933353
37i9dQZF1DWUa8ZRTfalHk	Clout Culture	The hits of tomorrow are on Spotify today. Cover: Quinn XCII & Chelsea Cutler	85	2024840
37i9dQZF1DWYs83FtTMQFw	Indie Sunshine	The dopest tracks bringing all the heat. Cover: Ariana Grande	49	1940644
37i9dQZF1DX3rxVfibe1L0	Indie Sunshine	Get happy with today's dose of feel-good songs!	77	6190846
37i9dQZF1DX0s5kDXi1oC5	Singled Out	Listen to all the tracks you've been missing. Cover: Lady Gaga	75	5099442
37i9dQZF1DWU13kKnk03AP	Singled Out	Get in the zone with these current jams!	100	1734725
37i9dQZF1DX0MLFaUdXnjA	RADAR US: Artists to Watch 2021	Discover the chill side of today's pop. Cover: Quinn XCII & Chelsea Cutler	94	482054
37i9dQZF1DX5CdVP4rz81C	RADAR US: Artists to Watch 2021	Discover your favorite new chill pop songs. Cover: ELI	72	978661
37i9dQZF1DXaK0O81Xtkis	Lorem	shake it up and let it pop! cover: joan	197	158039
37i9dQZF1DX1N5uK98ms5p	Lorem	Get the party started with 24kGoldn and DaBaby!	70	3799316
37i9dQZF1DWSqBruwoIXkA	Mega Hit Mix	The latest pop songs that are totally cry worthy.	107	544020
37i9dQZF1DX1dvMSwf27JO	Mega Hit Mix	Discover new artists while you take a break (responsibly) from studying.	75	315265
37i9dQZF1DX4FJyIpen2Yf	Pop Rising	Listen to these flows during your yoga flow.	50	305389
37i9dQZF1DXbEm2sKzgoJ8	Pop Rising	Set the mood just right...	62	743817
15wD5DzfOIRx7QnJKDLtav	Hot Rhythmic	Your guide to what's hot in Austin, TX during South By Southwest 2017. Cover: <a href="spotify:artist:4NZvixzsSefsNiIqXn0NDe">Maggie Rogers</a>.	62	3319
37i9dQZF1DX4H3NUOwVLXj	Hot Rhythmic	10 all time favorites followed by 40 hits and deep cuts in chronological order: this is Francis Albert Sinatra, one of the most popular and influential musical artists of the 20th century.	52	826996
37i9dQZF1DWXmxXDRgAKVq	Mood Booster	Curated by A$AP Mob in honor of A$AP Yams.	45	182137
37i9dQZF1DX5EkyRFIV92g	Mood Booster	DAMN. The <a href="spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg">rapper</a>'s album was one of the best of 2017. His Black Panther full-length now paves the way in 2018.	39	884674
50l7KMPuO1jMnpofYHCwV1	Hit Rewind	The evening is here in Austin. Time for some music to get it started all over again!	41	1325
37i9dQZF1DWTLlRxFAxbpj	Hit Rewind	You're on Spring Break...turn it up and start acting like it!	42	9159
37i9dQZF1DX7yNDQ30MDO6	Daily Lift	The best of Biffy Clyro, all in one place. Mon the Biff!	50	66500
37i9dQZF1DX46HBMApdlID	Daily Lift	The essential originals and remixes from Alex & Drew.	48	923686
37i9dQZF1DX6zPl1mbTZSq	Chill Pop	The best of Deftones, all in one place.	50	130038
37i9dQZF1DWUYsleI0H271	Chill Pop	The best of Incubus, all in one playlist.	50	149964
37i9dQZF1DXbuvTm9NMIGt	Fresh & Chill	The best of RHCP, all in one playlist.	50	1357651
37i9dQZF1DX9DuoVJ0dR3g	Fresh & Chill	The best of Silverchair, all in one playlist.	50	38657
37i9dQZF1DX4gScoXV8KpV	soda	All killer, no filler.	50	131142
37i9dQZF1DXcvLz8zARcib	soda	Get the party going with these poppy rock tracks!	33	835
37i9dQZF1DWWwzidNQX6jx	Teen Party	These songs rocked the 70s. Cover: <a href="spotify:artist:1dfeR4HaWDbWqFHLkxsg1d">Queen</a>	80	1126388
37i9dQZF1DWWzBc3TOlaAV	Teen Party	These songs rocked the '60s. Cover: Jimi Hendrix	101	556884
37i9dQZF1DX56bqlsMxJYR	Down In The Dumps	All of the classic hits from the 50s and 60s.	100	544494
37i9dQZF1DXb3m918yXHxA	Down In The Dumps	It’s smooth sailing ahead. Ride the wave of these smooth classics.	169	769820
37i9dQZF1DX1spT6G94GFC	Study Break	These songs rocked the 80s. Cover: AC/DC.	80	1677816
37i9dQZF1DWYQEbc2LcIWO	Study Break	Enjoy your dinner with some great acoustic tracks.	25	1582
37i9dQZF1DX5kjCvsC5isB	Hip-Hop Yoga	These women are on the rise, and are rocking our worlds right now / Cover: UPSAHL	140	142417
37i9dQZF1DX8V6C5Nr1MvC	Hip-Hop Yoga	Unwind and drink up these awesome Rock slow songs	90	83974
2Ky26QAfAYo2Zdlo8MqcdH	Make Out Jams	Listen the best of punk pop during your breakfast.	20	104
37i9dQZF1DWSJHnPb1f0X3	Make Out Jams	Upbeat dance pop to keep your heart pumping.	100	3053815
37i9dQZF1DX70RN3TfWWJh	Austin Pops	Pop hits to keep your workout fresh.	100	4070003
37i9dQZF1DWViBxWcYEI1b	Austin Pops	For those with a taste for both the new and the classic. Cover: Taylor Swift	72	309976
37i9dQZF1DWTypZHlgEy1G	Standards de la Chanson Française	Le patrimoine de la chanson française. Photo : Charles Aznavour	60	189235
37i9dQZF1DX6sa8XjvdJIf	Standards de la Chanson Française	All the classics in one playlist.	54	28786
37i9dQZF1DX9E92APFiTvV	This Is New Found Glory	A lifetime of legendary tunes courtesy of the holy triumvirate. Rest in peace, Neil Peart.	50	155987
37i9dQZF1DX5kVmFQxhnLW	This Is New Found Glory	Timeless classics and current hits by the award-winning artist.	50	714738
37i9dQZF1DWVpFvorxSZ6K	This Is Rush	All of your favorite songs from the legendary singer-songwriter.	50	330012
37i9dQZF1DX6KE9M7aTCxK	This Is Rush	All of the classics songs, all in one place.	50	58386
37i9dQZF1DXdJa941ExayM	This Is Michael Bublé	Maybe it's punk, maybe it's not. Cover: Salem	98	101663
37i9dQZF1DX3LDIBRoaCDQ	This Is Michael Bublé	Classic songs that built the foundations of punk.	50	1003772
37i9dQZF1DXa9wYJr1oMFq	This Is Leonard Cohen	Get nostalgic with the golden age of pop punk.	50	1787393
37i9dQZF1DX3MU5XUozve7	This Is Leonard Cohen	A mix of new and classic melodic punk songs.	100	565964
37i9dQZF1DX7WJ4yDmRK8R	This Is NOFX	This is the best of ska, new and classic. Cover: Goldfinger	100	250139
37i9dQZF1DX0KpeLFwA3tO	This Is NOFX	The latest releases from the wide world of punk. Cover: Less Than Jake	100	179768
37i9dQZF1DX3YlUroplxjF	Punk Unleashed	A collision of punk, metal, hardcore and everything in between. Cover: A Day To Remember	100	241568
37i9dQZF1DXd6tJtr4qeot	Punk Unleashed	Punk rock from the 90s and 00s that you need in your life. Cover: The Offspring	50	657618
37i9dQZF1DX1zG0qRnyaQ3	Classic Punk	Punk anthems with strong messages for the masses. Cover: Bad Religion	50	147179
37i9dQZF1DXb2cYklA89lm	Classic Punk	Fast cars, zombie love, and psychobilly freakouts!	50	100382
37i9dQZF1DXaDzsRodF91I	Pop Punk Powerhouses	Songs from all genres get a punk rock makeover.	100	222258
37i9dQZF1DXcBkxDaAQX0a	Pop Punk Powerhouses	Take a break from distorted guitars and enjoy punk's mellow side. Cover: State Champs	75	264113
37i9dQZF1DXbMYUPb05hjJ	Skatepark Punks	Classic tracks with roots in post-punk, garage rock, and new wave. Cover: The Strokes	90	468221
37i9dQZF1DX3Gj7nguS95W	Skatepark Punks	New wave took the 70s punk blueprint and ran wild! Cover: Blondie	50	586141
6Hyc4LOiiaeFdDXQAVa1R6	The Essential Ska	Roam if you want to... Indie folk &amp; acoustic perfect for coasting along country roads or just taking the long way home.	56	6331
37i9dQZF1DWZC2yew0xGiz	The Essential Ska	Conversations with music supervisors and tracks from your favorite TV shows & movies.	28	1137792
37i9dQZF1DXabrEiRjQMgs	New Punk Tracks	Explore the world of classical dance.	50	177753
37i9dQZF1DX2i24iHGhL24	New Punk Tracks	Reimagined covers of your favorite pop songs.  Cover: Teddy Swims	166	25141
35HteeTTB5NE0hsliZ77H1	Crash Course	Yours is no ordinary life. Listen outside the lines.	63	66
2zlFpwRI7aroWy0ecv6O34	Crash Course	Wind down for the evening with your special someone and this soothing selection of serenades.	181	592
2idQpnxeioGlOsW66uaQ3U	Punk Essentials	This eclectic, electric-leaning collection is perfect for focusing on your flow and extending your flexibility.	23	130
1oDFttzXiLUJLjMyulUugY	Punk Essentials	Achieve optimal workday zen with this relaxed, meditative mix.	75	317
26AgqJwDHB7p2SKJFHrtte	Political Punks	... and don't take yourself too seriously.	27	108
37i9dQZF1DWUH2AzNQzWua	Political Punks	Instant classics from yesteryear to now in one sweet mix.	50	3443128
0Tn4EK4iKI58XnvWHuMMm0	Hot Rods & Horror Shows	Power through your to do list with an affogato and a refreshing mix of chilled classical.	59	1013
37i9dQZF1DWXBq4mDDFnfA	Hot Rods & Horror Shows	50 brilliant pieces written or arranged for classical guitar, performed by 50 distinctive guitarists. More: <a href="spotify:user:spotify:playlist:4NqwtsMu5EBrUBhKK6vLmB">Violin 100</a> &amp; <a href="spotify:user:spotify:playlist:49znshcYJROspEqBoHg3Sv">Cello 50</a>.	50	113616
5H22bACwDGRsIQQyE9oy3I	Covered In Punk	Relax in the shade and uncover the best new underground folk and rising Americana.	25	26
1Htq6RhM8B9MgMXdwqgPxW	Covered In Punk	Break out of your routine with trios of tracks from some of the brightest new stars in Jazz.	45	289
6jbGdICAmvGjlURC1gcgRe	Punk Unplugged	Jazzy soul and rnb ballads to wake you up and lift your mood...	30	141
37i9dQZF1DXc6Umi4GHdr1	Punk Unplugged	Free your mind and let your thoughts flow, or let the world fade to a soft focus as you drift off to dream.	53	285156
37i9dQZF1DXa19sXUAHiO1	Garage Rock Revival	A fresh mix of folksy favorites from years past.	59	720345
6juf9A1KL8naPZFa2YngsM	Garage Rock Revival	Score your cocktail hour with eclectic jazz covers - from Drake to Radiohead.	25	258
5cdRxEiQmawJaraYYEF7Di	Is it New Wave?	Infectiously happy hits from years past blended with the best of today's chart toppers.	53	688
2dWfCGZguakRQagX7wM6Mi	Is it New Wave?	Stay tuned for a fresh mix of flashback hits! This week, party like it's 1999!	50	324
0kVaFpvoi0O4IbyJyEZckU	Wanderlust	Psych yourself up for whatever you've got going...	182	1484
5ahhg3aywppGeJs8tXvZOo	Wanderlust	Fresh takes on all of your favorite standards.	25	75
2udwObkzQEPQWbUi95SzGM	Film & TV Favorites	Escalating folk and chamber pop to pump up your day.	22	134
37i9dQZF1DXaiAJKcabR16	Film & TV Favorites	Slide and steel. Set your soundtrack to some moody, gritty blues folk.	60	193450
3vnx7BaCl3YmHrg3WGLedp	Ballet and Beyond	Harmonicas &amp; slide guitars for the win. Chill out with some laid back roots &amp; Americana.	95	985
37i9dQZF1DX4jUyNIMkj6N	Ballet and Beyond	The best in Scandifolk—from Icelandic blues rock to Norwegicana. Cover: <a href="spotify:artist:0mKLP9jGn5eAZDlaq7UYQY">Darling West</a>	94	123865
5XyoROE7WrTHtvcwFrhzO1	Pop Covers	The best in folk and singer songwriter from the UK and Ireland.	15	1526
7iJKTAmd5aP1opVYLB3XJ4	Pop Covers	Push play on a slowly building mix of indie folk faves as you roll out of bed and get your coffee on...	51	497
5sty33UvgJZzeyfocoOaUV	The Life Eclectic	Get the most out of your day and #makeithappen.	30	79
5LtwydYUv9Um4D2toY3Wzh	The Life Eclectic	...dancing in the mirror.	41	2061
37i9dQZF1DWUDoJcM4v6Tm	The Wilds	Revel in some key gems and explore the sprawling musical landscape.	118	631112
6zcjhNUkQ6taQK9hxhweCj	The Wilds	Deep, dark, gritty, vintage sounds from the best in indie blues folk.	48	422
0aXP5u51kHZiKvxkUPq0IL	Vintage Blues Folk	Score your day with some signature indie ballads.	57	167
25zEHXJzEQZU1eyF6eqEzD	Vintage Blues Folk	A rich, mellow blend of hits to see you through your most productive days and cozy nights.	65	108
37i9dQZF1DWU0ScTcjJBdj	Indie Ballads	Let your worries and cares slip away...	100	3656485
37i9dQZF1DWWMOmoXKqHTD	Indie Ballads	Sing along and enjoy the drive...	100	9777820
37i9dQZF1DXa2PsvJSPnPf	Barista Blend	Sit back, stay awhile, and savor the soft, sweet sounds of this folksy collection. | Cover: Joy Williams	99	144809
37i9dQZF1DX7tfbjVrTPnV	Barista Blend	Enjoy new and classic releases from icons of folk and Americana. Cover: Patty Griffin	160	133100
37i9dQZF1DWSlw12ofHcMM	Relax & Unwind	Bold tracks packing some serious swagger...	104	1340999
5baU2nNxC8ag8XzlHNsANg	Relax & Unwind	All your favorite hits from the decade you love most!	75	6064
0ByLkBLDx1AS5yXJuBTyCd	Songs to Sing in the Car	Travel the world through sound – with indie and traditional folk and acoustic from across the globe.	36	124
37i9dQZF1DXbgPVq1ydgmS	Songs to Sing in the Car	'Tis the season to be melancholy.	28	8573
37i9dQZF1DWWTA1Ie7iu8r	Front Porch	Get your creep on with these freaky 'love' songs.	56	33602
37i9dQZF1DX9GxQjEBVviW	Front Porch	​Boogie along to doo-wop's greatest hits.	30	161306
37i9dQZF1DX84kJlLdo9vT	Americana Icons	Relive the good ol' days with these cheery 50s, 60s and 70s songs.	50	503364
6OeIIMFsdtsL9VUyL6PDvX	Americana Icons	All the hottest current Indie music you need....in one stop.	50	69
37i9dQZF1DX6ziVCJnEm59	Swagger	Curl up in your favorite spot with some sweet, mellow tunes...	121	3810609
37i9dQZF1DX4pAtJteyweQ	Swagger	The most romantic tracks of all time, featuring today's hits and all the classics.	103	387456
4qstWgP2KMRSiTY3a1fF2R	Bring Back the 2000s	Get your morning on the ropes with some ANGRY ROCK!	22	952
37i9dQZF1DWZYWNM3NfvzJ	Bring Back the 2000s	Push it to the limit with some serious motivation from these heavy tunes.	100	847579
37i9dQZF1DWWGFQLoP9qlv	World Folk	Great songs by indisputable music legends.	70	2717756
2EcSH9oZNzBmGDNqoTdvBJ	World Folk	We married women only seem to have about four taste buds left: one for vodka, one for wine, one for cheese, and one for chocolate. This list is for us. Add friends, uncork, and enjoy.	53	356
37i9dQZF1DWT1R6bXL4dyW	Alone on Christmas	Enjoy the best Italian dinner of your life. Buon Appetito!	44	147004
37i9dQZF1DX5NXVhu59GCz	Alone on Christmas	Acid blues, psy-blues and the early pioneers of psychedelic rock.	40	110687
37i9dQZF1DWX1UA045EoPG	Creepy, Stupid, Love	Sunny beats and the latest heat to soundtrack your summer.	50	208561
37i9dQZF1DX0uqkwkR49kK	Creepy, Stupid, Love	A 100-track collection of insanely good progressive rock creations, from classic acts like Yes and Genesis to lesser-known international gems.	100	204938
37i9dQZF1DX0aSJooo0zWR	Doo-Wop Dee Doo	Electrified jazz, complex beats and virtuoso playing. Cover: Yellowjackets	65	117371
2Rah43YvyO765e4gACIDef	Doo-Wop Dee Doo	Wake up in your makeup? Rock it.	24	74
37i9dQZF1DWVl5gPCRkquk	Happy Days	Channel some chilled-out back yard vibes.	111	772150
37i9dQZF1DX9crXQ0wuuXE	Happy Days	A blend of the best from years past—from indie folk and pop grass to roots rock and Americana. Cover: Fleet Foxes	100	504362
5bjjHyKeiGnYdupfr3UUCW	Indie One Stop	Ten hours of ultimate jams —all long, all live.	43	97
37i9dQZF1DWXmUJqjFaQNQ	Indie One Stop	A collection of classic short stories perfect for a lazy afternoon or relaxing commute.	65	24550
37i9dQZF1DX1L0MDB1OhZy	Your Favorite Coffeehouse	Love Books? Free your reading from the tyranny of page and screen with this collection of audiobooks. Follow for frequent additions!	122	218854
37i9dQZF1DX3sMl692aSSY	Your Favorite Coffeehouse	A fresh and varied selection of nonfiction — updated weekly.	59	7994
37i9dQZF1DX4jokLVYoXC3	Valentine's Day Love	A selection of some of our favorite fiction – featuring short stories, novels, plays, and more.	94	12037
37i9dQZF1DX1pKjqvkDHkD	Valentine's Day Love	Renowned for her part in the Chicago Black Renaissance, the <a href="spotify:artist:4H2657mM3Y4j6ITcmHOf21">writer</a> reads her own poems and the work of her contemporaries.	52	5637
37i9dQZF1DX451eXIMllLB	Beat Down Your Morning	Odes to springtime...	33	7556
